id;name;url;wishlists;occurrences;votes_fire;votes_love;votes_neutral;votes_disgust;votes_poop
15492;NUTHIN BUT A G THANG;https://fortnite.gg/cosmetics?id=15492;483;1;1.5K;99;147;42;381
15378;BIG SPIN;https://fortnite.gg/cosmetics?id=15378;169;4;472;131;408;254;3.5K
15479;COFFIN;https://fortnite.gg/cosmetics?id=15479;1,128;3;3.1K;307;763;290;3.5K
15453;OH SHHH;https://fortnite.gg/cosmetics?id=15453;1,202;7;4.6K;680;881;463;7.5K
15452;IN HA MOOD;https://fortnite.gg/cosmetics?id=15452;1,536;7;5.8K;801;1K;505;7K
15469;CALIFORNIA LOVE;https://fortnite.gg/cosmetics?id=15469;2,379;3;5.7K;420;490;164;1K
15385;TOPSPIN;https://fortnite.gg/cosmetics?id=15385;172;4;500;131;328;198;2.6K
15435;RICHES;https://fortnite.gg/cosmetics?id=15435;2,185;3;4.8K;543;870;239;3K
15379;SPOTLESS;https://fortnite.gg/cosmetics?id=15379;123;4;361;103;269;189;2.4K
15433;DESIRABLE;https://fortnite.gg/cosmetics?id=15433;3,191;3;8K;538;645;225;1.7K
15422;LIL' SHADY MOBILE;https://fortnite.gg/cosmetics?id=15422;2,137;14;9.8K;926;961;375;2.1K
14629;HIGH BOLTAGE;https://fortnite.gg/cosmetics?id=14629;487;4;957;190;374;238;1.7K
15375;REVOLVER;https://fortnite.gg/cosmetics?id=15375;117;4;272;87;213;149;1.7K
15417;TAKE IT SLOW;https://fortnite.gg/cosmetics?id=15417;2,332;3;3.5K;481;844;317;5.4K
15298;THE DOGG;https://fortnite.gg/cosmetics?id=15298;579;20;2K;138;113;36;188
15294;SNOOP'S WALK;https://fortnite.gg/cosmetics?id=15294;3,342;20;20.2K;1.4K;922;368;1.9K
14530;LIGHT IT UP;https://fortnite.gg/cosmetics?id=14530;2,038;2;2.4K;329;423;146;683
12646;DRUM ROLL;https://fortnite.gg/cosmetics?id=12646;457;2;582;172;355;172;1.5K
15232;CHAINSAW DANCE;https://fortnite.gg/cosmetics?id=15232;465;7;768;57;126;55;405
15226;MOONGAZER;https://fortnite.gg/cosmetics?id=15226;6,062;3;9K;647;511;199;1.1K
15210;TICK-TOCK;https://fortnite.gg/cosmetics?id=15210;240;10;233;33;70;22;185
15185;CAFFEINATED;https://fortnite.gg/cosmetics?id=15185;5,524;4;10.1K;1K;1.2K;454;4.6K
15053;COMMITTED;https://fortnite.gg/cosmetics?id=15053;3,589;3;3.3K;459;515;232;1.5K
15093;ICE SCULPTOR;https://fortnite.gg/cosmetics?id=15093;537;7;798;96;140;47;225
15091;BOO!;https://fortnite.gg/cosmetics?id=15091;566;1;470;67;62;13;72
15035;BILLY'S TRICYCLE;https://fortnite.gg/cosmetics?id=15035;1,375;11;6.6K;702;717;257;1.3K
15003;SHAQ SHIMMY;https://fortnite.gg/cosmetics?id=15003;1,253;12;4.6K;628;950;401;2.8K
15002;ONES N TWOS;https://fortnite.gg/cosmetics?id=15002;1,373;12;5K;564;704;277;1.7K
14997;DIMENSIONAL;https://fortnite.gg/cosmetics?id=14997;3,565;3;4K;502;695;218;1.7K
14969;SPICY START;https://fortnite.gg/cosmetics?id=14969;1,604;3;1.9K;337;673;280;3.8K
14635;KICK IT!;https://fortnite.gg/cosmetics?id=14635;249;4;369;127;306;231;1.8K
14956;LIL' BATTLE ROBOT;https://fortnite.gg/cosmetics?id=14956;426;14;1.9K;376;824;368;2K
14954;FROZONE'S STUNT;https://fortnite.gg/cosmetics?id=14954;494;14;2.3K;461;724;263;1.6K
14804;ASMR KEYS;https://fortnite.gg/cosmetics?id=14804;1,335;11;4.7K;596;1.1K;386;3K
14633;CLASSY STRUT;https://fortnite.gg/cosmetics?id=14633;315;4;566;151;323;189;1.5K
14945;BYE BYE BYE;https://fortnite.gg/cosmetics?id=14945;7,741;6;25.4K;1K;782;274;2.3K
14636;FLAMIN' LICKS;https://fortnite.gg/cosmetics?id=14636;507;4;850;176;405;202;1.6K
14923;DEEP EXPLORER;https://fortnite.gg/cosmetics?id=14923;3,041;3;4.9K;555;778;239;3.1K
14771;WHAT YOU WANT;https://fortnite.gg/cosmetics?id=14771;7,470;3;14K;619;592;187;2.1K
14760;TEST YOUR STRENGTH;https://fortnite.gg/cosmetics?id=14760;577;7;1.5K;285;425;152;696
14768;LINE DANCIN';https://fortnite.gg/cosmetics?id=14768;3,208;3;3.8K;584;850;297;3.4K
14706;WINNER!;https://fortnite.gg/cosmetics?id=14706;786;18;4.1K;739;1.3K;492;2.1K
14630;B-BASS;https://fortnite.gg/cosmetics?id=14630;334;4;615;146;327;175;1.3K
14688;VICBLENDS;https://fortnite.gg/cosmetics?id=14688;1,670;3;1.8K;261;702;303;5.7K
14674;SPIDER STROLL;https://fortnite.gg/cosmetics?id=14674;1,034;12;3.7K;462;560;235;1.2K
14632;SIDE STRIDE;https://fortnite.gg/cosmetics?id=14632;946;13;4K;421;787;441;2.7K
14685;FANTASY FACEOFF;https://fortnite.gg/cosmetics?id=14685;1,492;3;1.3K;361;790;348;4.3K
14637;EN POINT;https://fortnite.gg/cosmetics?id=14637;261;9;461;123;451;365;4K
14665;INDEPENDENCE;https://fortnite.gg/cosmetics?id=14665;5,194;2;4.4K;556;812;288;1.7K
14523;CAIRO;https://fortnite.gg/cosmetics?id=14523;1,956;77;8.9K;2K;2.7K;1.6K;20.3K
14522;OKI DOKI;https://fortnite.gg/cosmetics?id=14522;1,874;77;8.4K;1.8K;2.5K;1.6K;21.3K
12650;WHIRLY KEYS;https://fortnite.gg/cosmetics?id=12650;506;9;884;205;466;241;2.2K
11336;GLITCHIN';https://fortnite.gg/cosmetics?id=11336;2,993;1;3.7K;520;703;297;1.1K
14460;FORCE LANCE FLOURISH;https://fortnite.gg/cosmetics?id=14460;373;11;221;46;51;14;60
14440;OPTIC BLAST!;https://fortnite.gg/cosmetics?id=14440;623;13;416;47;53;23;86
14439;SENTINEL SQUATS;https://fortnite.gg/cosmetics?id=14439;564;13;351;47;48;18;81
14450;FEEL IT;https://fortnite.gg/cosmetics?id=14450;7,047;3;6.8K;615;541;173;1.1K
14404;OUTLAW;https://fortnite.gg/cosmetics?id=14404;3,551;9;5.2K;687;925;321;2K
14370;NO TEARS;https://fortnite.gg/cosmetics?id=14370;3,490;2;2.4K;465;846;324;4.4K
14361;SHIMMY WIGGLE;https://fortnite.gg/cosmetics?id=14361;3,847;5;5K;538;980;460;7K
14348;SNIKT-ING GO TIME;https://fortnite.gg/cosmetics?id=14348;562;63;616;52;83;35;104
14347;WHAT!? NO WAY!;https://fortnite.gg/cosmetics?id=14347;863;63;1.2K;110;107;33;145
14335;MINE;https://fortnite.gg/cosmetics?id=14335;12,104;3;10.1K;956;677;273;1.6K
14271;THREE STRIPE CIRCUIT;https://fortnite.gg/cosmetics?id=14271;395;13;804;189;514;248;2K
12859;DAVY'S PIPE ORGAN;https://fortnite.gg/cosmetics?id=12859;932;21;3.5K;481;543;228;1.3K
12854;LOOKING GOOD;https://fortnite.gg/cosmetics?id=12854;5,640;3;4.8K;659;1.1K;327;3K
12845;HEEL CLICK BREAKDOWN;https://fortnite.gg/cosmetics?id=12845;7,831;3;6.6K;650;848;265;1.9K
12757;WATER CANNON;https://fortnite.gg/cosmetics?id=12757;869;3;1.3K;275;452;156;562
12832;ENTRANCED;https://fortnite.gg/cosmetics?id=12832;13,690;3;11.8K;892;713;243;1.6K
12758;CLAMMY JAMMER;https://fortnite.gg/cosmetics?id=12758;1,101;1;1.5K;218;227;62;334
12823;HOUDINI;https://fortnite.gg/cosmetics?id=12823;6,090;17;15.7K;1.4K;1.2K;442;2.6K
12813;IT'S TRUE;https://fortnite.gg/cosmetics?id=12813;3,680;6;3.5K;487;869;368;2.4K
12614;RINGER;https://fortnite.gg/cosmetics?id=12614;2,609;57;7.1K;986;1.6K;736;4.7K
12069;STICKY SITUATION;https://fortnite.gg/cosmetics?id=12069;313;12;594;186;548;332;2.7K
12581;YOU THINK YOU'RE THE KING?;https://fortnite.gg/cosmetics?id=12581;2,447;21;11K;1K;1.1K;628;7.4K
12727;GROOVE DESTROYER;https://fortnite.gg/cosmetics?id=12727;7,802;4;6K;703;695;260;1.5K
12616;NITRO FUELED;https://fortnite.gg/cosmetics?id=12616;3,072;64;9K;1.3K;1.6K;750;4.9K
12562;I'M OUT;https://fortnite.gg/cosmetics?id=12562;2,262;3;2K;394;758;372;5.9K
12553;POINT AND STRUT;https://fortnite.gg/cosmetics?id=12553;10,325;3;12K;761;656;195;1.4K
12425;COMPANY JIG;https://fortnite.gg/cosmetics?id=12425;5,973;16;21.9K;1.1K;1.1K;478;2.4K
12550;SMOOTH SLIDE;https://fortnite.gg/cosmetics?id=12550;5,210;3;5.1K;599;958;307;2K
12417;METAL DETECTIN';https://fortnite.gg/cosmetics?id=12417;814;1;764;213;446;127;1.1K
12534;LO-FI HEADBANG;https://fortnite.gg/cosmetics?id=12534;10,933;3;11.6K;790;825;301;2K
12066;BURN YA BASS OFF;https://fortnite.gg/cosmetics?id=12066;968;5;1.5K;171;351;148;1.1K
12067;STRETCH IT;https://fortnite.gg/cosmetics?id=12067;386;5;425;128;339;228;2.2K
12166;MISCHIEF FLIP;https://fortnite.gg/cosmetics?id=12166;1,215;9;1.9K;359;574;221;1.1K
12371;DANCERY;https://fortnite.gg/cosmetics?id=12371;4,207;5;4.3K;781;1.3K;417;2.4K
12070;TOSS UP;https://fortnite.gg/cosmetics?id=12070;345;12;470;165;435;231;2.3K
12364;CHALLENGE;https://fortnite.gg/cosmetics?id=12364;5,384;3;3.5K;633;1.1K;462;5.5K
12359;D-PAD DECAY;https://fortnite.gg/cosmetics?id=12359;480;16;355;45;101;40;177
12358;TOGA'S GLEE;https://fortnite.gg/cosmetics?id=12358;2,388;16;1.3K;148;83;53;210
12346;SNAPSHOT SWAGGER;https://fortnite.gg/cosmetics?id=12346;1,929;3;2.1K;354;835;468;9.9K
12333;SWAG SHUFFLE;https://fortnite.gg/cosmetics?id=12333;2,304;3;2.1K;442;1.1K;521;11K
12235;LIL' AT-AT;https://fortnite.gg/cosmetics?id=12235;1,519;19;3.1K;525;490;191;1.1K
12177;AMBITIOUS;https://fortnite.gg/cosmetics?id=12177;4,045;5;5.3K;825;1.5K;525;4K
12143;DUNK IT!;https://fortnite.gg/cosmetics?id=12143;1,331;12;3.3K;461;669;246;2.1K
12071;ROCKET KEYS;https://fortnite.gg/cosmetics?id=12071;345;15;772;245;729;431;4.4K
12120;LIL' SUPERCAR;https://fortnite.gg/cosmetics?id=12120;6,614;13;11.7K;1.2K;988;394;1.6K
12044;VICTORY LEAP;https://fortnite.gg/cosmetics?id=12044;666;21;2K;573;1.2K;492;3.5K
12045;BAD GUY;https://fortnite.gg/cosmetics?id=12045;3,050;68;10.5K;2.3K;3.6K;1.6K;13.9K
12043;YOU SHOULD SEE ME IN A CROWN;https://fortnite.gg/cosmetics?id=12043;2,999;68;12K;2.2K;3.2K;1.5K;13.2K
11494;ROUND AND ROUND;https://fortnite.gg/cosmetics?id=11494;645;5;722;229;554;380;3.1K
11493;HIP CHECK;https://fortnite.gg/cosmetics?id=11493;1,458;13;4.3K;749;1.1K;579;3.5K
12018;BONEY BOUNCE;https://fortnite.gg/cosmetics?id=12018;6,296;3;7.5K;904;1.3K;489;3.5K
11482;HEADSTOCK SPIN;https://fortnite.gg/cosmetics?id=11482;648;10;964;362;859;455;4K
11486;I CAN'T HEAR YOU;https://fortnite.gg/cosmetics?id=11486;598;4;767;260;607;324;2.3K
11998;SONIC SURFER;https://fortnite.gg/cosmetics?id=11998;4,331;20;8.5K;1.7K;2K;823;3.8K
11997;REBELLIOUS;https://fortnite.gg/cosmetics?id=11997;9,169;18;18.1K;2.1K;2K;867;4.8K
11919;MY CABBAGES!;https://fortnite.gg/cosmetics?id=11919;685;4;2K;283;460;238;1.4K
11917;AANG'S AIR SPHERE;https://fortnite.gg/cosmetics?id=11917;1,010;4;2.2K;334;450;179;1.3K
11918;PUDDLE HOPPER;https://fortnite.gg/cosmetics?id=11918;1,961;3;1.9K;437;669;221;1K
11920;AIR FLURRY;https://fortnite.gg/cosmetics?id=11920;1,112;41;5.7K;1.4K;3.3K;1.7K;13.6K
11822;WISHIN';https://fortnite.gg/cosmetics?id=11822;1,634;2;1.2K;416;861;301;2.1K
11898;STOIC;https://fortnite.gg/cosmetics?id=11898;3,483;5;6.2K;795;1K;354;2.4K
11492;FLIPPING OUT;https://fortnite.gg/cosmetics?id=11492;876;19;2.2K;579;1.1K;593;3.9K
11488;SO LOW;https://fortnite.gg/cosmetics?id=11488;781;46;2.3K;742;1.8K;1.1K;7.9K
11890;TO THE BEAT;https://fortnite.gg/cosmetics?id=11890;6,276;3;4.9K;785;1.5K;689;10.7K
11825;FRESH OUT THE BOX;https://fortnite.gg/cosmetics?id=11825;894;22;3.7K;906;1.6K;693;5.4K
11487;ROLL UP;https://fortnite.gg/cosmetics?id=11487;593;6;952;360;880;459;3.7K
11799;BACK ON 74;https://fortnite.gg/cosmetics?id=11799;15,409;9;21.7K;1.8K;1.6K;660;3.5K
11798;CLASSY;https://fortnite.gg/cosmetics?id=11798;9,995;4;8.2K;1.2K;2K;815;8.1K
11490;WINDMILL STOMP;https://fortnite.gg/cosmetics?id=11490;792;20;2.1K;623;1.4K;735;5.6K
11484;KICK IT;https://fortnite.gg/cosmetics?id=11484;696;11;1.6K;475;1.2K;677;5.1K
11579;AFK;https://fortnite.gg/cosmetics?id=11579;4,887;7;11.5K;1.1K;1.1K;299;1.4K
11771;HEARTBREAK SHUFFLE;https://fortnite.gg/cosmetics?id=11771;9,290;4;7.6K;1.3K;1.7K;529;5.5K
11545;SHOW YA;https://fortnite.gg/cosmetics?id=11545;4,898;10;5.7K;1.6K;2.9K;1.2K;9.5K
11536;CAREFREE;https://fortnite.gg/cosmetics?id=11536;7,297;11;8.6K;1.6K;2.4K;1.1K;9.3K
11535;THE SQUABBLE;https://fortnite.gg/cosmetics?id=11535;6,818;9;14.7K;1.5K;1.9K;778;5.8K
11525;JUBI SLIDE;https://fortnite.gg/cosmetics?id=11525;11,554;4;20.9K;1.4K;1.5K;439;3.2K
11524;INTERSTELLAR BASS;https://fortnite.gg/cosmetics?id=11524;5,444;5;6.6K;939;1.7K;877;7.8K
11454;LIL' TURTLE VAN;https://fortnite.gg/cosmetics?id=11454;2,211;5;4.4K;630;690;236;1.4K
11453;RAIN CHECK;https://fortnite.gg/cosmetics?id=11453;3,112;77;15.9K;3.4K;6K;3.8K;54.9K
11452;KINDNESS PUNK;https://fortnite.gg/cosmetics?id=11452;2,472;3;4.7K;658;1.2K;664;5.3K
11408;BOO'D UP GROOVE;https://fortnite.gg/cosmetics?id=11408;9,880;6;14.2K;1.6K;1.5K;482;2.8K
11399;NO CURE;https://fortnite.gg/cosmetics?id=11399;8,147;10;8.8K;1.9K;2.9K;1.1K;9.5K
11397;MAKE SOME WAVES;https://fortnite.gg/cosmetics?id=11397;6,325;7;8K;1.2K;1.9K;790;7.2K
11396;REAPER'S SHOWTIME;https://fortnite.gg/cosmetics?id=11396;14,028;3;22.1K;1.5K;1.4K;514;5.6K
11229;ICE MOVES;https://fortnite.gg/cosmetics?id=11229;1,567;4;3K;557;1K;314;1.5K
11335;GO WITH THE FLOW;https://fortnite.gg/cosmetics?id=11335;5,559;9;4.2K;1K;1.7K;867;12.7K
11286;ME & YOU;https://fortnite.gg/cosmetics?id=11286;3,478;13;6K;1.4K;2.5K;989;12.3K
11285;EVIL PLAN;https://fortnite.gg/cosmetics?id=11285;15,217;13;31.1K;2.7K;2.6K;1.1K;8.6K
11277;DANCIN' DOMINO;https://fortnite.gg/cosmetics?id=11277;13,408;13;25.6K;2.6K;2.7K;1.1K;6.3K
11227;SNOWFLAKEY;https://fortnite.gg/cosmetics?id=11227;957;4;1.2K;491;1.3K;532;3.9K
11276;PERFECT SCORE;https://fortnite.gg/cosmetics?id=11276;4,865;10;6.7K;1.7K;3K;1.4K;16.4K
11273;PETER GRIFFIN SPEED BAG;https://fortnite.gg/cosmetics?id=11273;1,255;19;7.1K;1.3K;2.3K;945;5K
11269;SOCIAL CLIMBER;https://fortnite.gg/cosmetics?id=11269;15,666;11;37.5K;3K;2.7K;845;4.9K
11033;LIGHTS OUT;https://fortnite.gg/cosmetics?id=11033;1,046;22;3.4K;655;2K;695;3.1K
10969;MASKED;https://fortnite.gg/cosmetics?id=10969;1,544;94;2.2K;369;695;221;1.7K
10968;POPULAR VIBE;https://fortnite.gg/cosmetics?id=10968;15,027;94;69.4K;3.5K;2.9K;1.2K;10.8K
10776;REAL SLIM SHADY;https://fortnite.gg/cosmetics?id=10776;11,895;39;51.7K;3.8K;2.5K;976;5.3K
10754;MASK UP;https://fortnite.gg/cosmetics?id=10754;2,263;39;4.5K;490;604;157;684
10764;WALKIN' PRETTY;https://fortnite.gg/cosmetics?id=10764;11,096;7;8.6K;1.2K;1.4K;629;3.4K
10735;PROPHETIC PETALS;https://fortnite.gg/cosmetics?id=10735;1,811;1;728;242;511;234;1.5K
10736;FASTEST FASTBALL;https://fortnite.gg/cosmetics?id=10736;1,225;22;3K;871;2K;876;6.8K
10748;SCOOTIN' CIRCLES;https://fortnite.gg/cosmetics?id=10748;2,044;17;4K;984;2K;765;4.4K
10719;YOU'RE A WINNER;https://fortnite.gg/cosmetics?id=10719;12,968;7;16.6K;1.4K;1.3K;535;2.9K
10718;HOORAY;https://fortnite.gg/cosmetics?id=10718;6,586;10;5.6K;1.3K;2.2K;754;3.6K
10649;CATLING GUN;https://fortnite.gg/cosmetics?id=10649;4,736;1;2.6K;509;522;224;1.1K
10650;TELEKINETIC POWER BREAKFAST;https://fortnite.gg/cosmetics?id=10650;1,477;16;3.1K;736;1.3K;597;4.6K
10614;CUPID'S ARROW;https://fortnite.gg/cosmetics?id=10614;18,304;9;16K;1.9K;1.2K;539;2.3K
10492;WANNA DANCE?;https://fortnite.gg/cosmetics?id=10492;1,834;2;759;168;394;186;1.4K
10572;LIVE FROM HADDONFIELD;https://fortnite.gg/cosmetics?id=10572;9,660;15;20.3K;1.6K;1.1K;392;1.7K
10571;JACK'S SCARY FACE;https://fortnite.gg/cosmetics?id=10571;2,349;25;3.2K;383;305;128;418
10607;LOCK, SHOCK AND BARREL'S TUB;https://fortnite.gg/cosmetics?id=10607;3,464;20;5.7K;905;882;388;1.5K
10536;VICTORY TROPHY;https://fortnite.gg/cosmetics?id=10536;1,758;7;1.9K;305;281;102;309
10542;JUMP ROPE JIG;https://fortnite.gg/cosmetics?id=10542;4,742;12;4.3K;959;1.4K;527;2.2K
10529;STARLIT;https://fortnite.gg/cosmetics?id=10529;25,962;17;42.6K;3.4K;2K;792;3.6K
10496;HEARTBURST;https://fortnite.gg/cosmetics?id=10496;5,067;11;2K;402;433;188;1.1K
10434;PICK ME!;https://fortnite.gg/cosmetics?id=10434;3,029;3;1.4K;283;342;119;446
10462;WIND UP;https://fortnite.gg/cosmetics?id=10462;4,076;10;3.7K;819;1.8K;978;10K
10455;CLICK CLICK FLASH;https://fortnite.gg/cosmetics?id=10455;5,783;18;4.8K;842;1.3K;612;6.2K
10433;HALF-COLD HALF-HOT;https://fortnite.gg/cosmetics?id=10433;1,060;38;466;90;110;62;257
10432;CULTURE FESTIVAL DANCE;https://fortnite.gg/cosmetics?id=10432;3,594;38;4.8K;791;1.1K;622;6.5K
10411;BUST A MOVE;https://fortnite.gg/cosmetics?id=10411;9,889;10;8.3K;1.4K;1.7K;681;2.6K
10109;IT'S A GO!;https://fortnite.gg/cosmetics?id=10109;1,374;4;487;111;237;92;354
10408;BOY'S A LIAR;https://fortnite.gg/cosmetics?id=10408;16,128;13;14.6K;2K;2.4K;897;5K
10105;STOP!;https://fortnite.gg/cosmetics?id=10105;2,061;4;644;132;263;77;288
10069;BIZCOCHITO;https://fortnite.gg/cosmetics?id=10069;13,941;6;8.7K;1K;1.1K;552;3.7K
10017;BIG FAN;https://fortnite.gg/cosmetics?id=10017;1,584;7;969;224;363;197;1.8K
10063;SUPERSTAR CELEBRATION;https://fortnite.gg/cosmetics?id=10063;864;28;1.3K;378;927;464;4.3K
10055;NIGHT OUT;https://fortnite.gg/cosmetics?id=10055;11,166;3;4.5K;748;982;368;2.3K
9960;BPM BREAKDOWN;https://fortnite.gg/cosmetics?id=9960;5,247;5;3.7K;476;449;177;659
10020;SHADOW PLAY: MAX ELEPHANT;https://fortnite.gg/cosmetics?id=10020;919;35;2.5K;539;1.1K;569;4.6K
10019;SHADOW PLAY: DOG;https://fortnite.gg/cosmetics?id=10019;1,182;35;345;72;87;29;157
9997;START IT UP;https://fortnite.gg/cosmetics?id=9997;2,772;22;3.9K;1.2K;2.3K;1.4K;9.8K
9990;TOW TRUCK SURFER;https://fortnite.gg/cosmetics?id=9990;2,325;24;4.2K;827;901;333;1.7K
9959;ZOIDBERG SCUTTLE;https://fortnite.gg/cosmetics?id=9959;5,243;31;7.9K;974;991;530;3.3K
9880;AW SNAP!;https://fortnite.gg/cosmetics?id=9880;1,014;3;520;127;373;184;1.9K
9879;SHARE THE WEALTH;https://fortnite.gg/cosmetics?id=9879;3,029;4;2K;352;382;104;381
9920;GOATED;https://fortnite.gg/cosmetics?id=9920;9,522;16;10.2K;1.5K;2.1K;933;7.5K
9918;CELEBRATE ME;https://fortnite.gg/cosmetics?id=9918;21,687;6;11.8K;945;1.1K;423;3.5K
9882;STORMY SLOG;https://fortnite.gg/cosmetics?id=9882;4,955;4;2.5K;396;374;121;354
9881;SUNNY STROLL;https://fortnite.gg/cosmetics?id=9881;5,945;21;7.4K;1.1K;796;290;1.2K
9895;FAST FLEX;https://fortnite.gg/cosmetics?id=9895;6,521;9;5.5K;767;915;384;1.5K
9896;PAY IT OFF;https://fortnite.gg/cosmetics?id=9896;2,518;6;1.8K;325;616;251;1.7K
9867;RUN IT DOWN;https://fortnite.gg/cosmetics?id=9867;6,718;13;5.8K;967;1.5K;682;6.3K
9844;SPROUT OF TUNE;https://fortnite.gg/cosmetics?id=9844;5,387;1;3.9K;350;265;117;397
9855;BLACK WINGS;https://fortnite.gg/cosmetics?id=9855;1,761;19;1.5K;321;427;182;741
9843;TOCKED OFF;https://fortnite.gg/cosmetics?id=9843;1,258;2;326;75;251;116;730
9834;KEEP 'EM CRISPY;https://fortnite.gg/cosmetics?id=9834;1,500;17;1.7K;313;568;252;1.7K
9733;AUTOGRAPH, PLEASE!;https://fortnite.gg/cosmetics?id=9733;4,243;7;1.6K;380;437;163;446
9728;SWAGGER STRUT;https://fortnite.gg/cosmetics?id=9728;6,928;6;7.2K;624;554;208;778
9729;FULL GOOGLY;https://fortnite.gg/cosmetics?id=9729;8,264;3;2.8K;300;369;154;635
9727;GO PRIMAL;https://fortnite.gg/cosmetics?id=9727;891;12;527;115;127;43;179
